region,date,hour,Атмосферное давление на уровне станции,Температура воздуха,Относительная влажность,Направление ветра,Скорость ветра,Балл общей облачности,Горизонтальная видимость,Комментарий к погоде,Максимальная температура,Осадки за 12 часов,Минимальная температура,Осадки за 24 часа,Высота снежного покрова
tula-area/tula,2020/04/25,06,731,3,97,Ю-З,2,7,10,,,0.4,2.1,0.4,
tula-area/tula,2020/04/25,12,730,13.2,41,Ю-З,5,7,10,Количество облаков не изменилось,,,,,
tula-area/tula,2020/04/25,18,730,7.5,91,C,2,9,10,Ливневый дождь,,4,,,
krasnoyarsk-territory/tura,2020/03/27,12,731,-0.9,75,Ю,2,10,10,Снег слабый непрерывный,,,,,
krasnoyarsk-territory/tura,2020/03/27,18,729,-2.8,89,Ю-В,2,10,,Ливневой снег умеренный или сильный,,,,,
krasnoyarsk-territory/tura,2020/03/28,06,726,-3.2,79,З,1,10,20,Снег слабый с перерывами,,,,,
krasnoyarsk-territory/tura,2020/03/28,12,726,0.1,60,З,2,10,20,Ливневый дождь со снегом,,,,,
krasnoyarsk-territory/tura,2020/03/28,18,,-8.4,92,C,1,,,,,,,,
krasnoyarsk-territory/tura,2020/03/29,06,730,-6.5,80,З,1,7,20,Количество облаков не изменилось,,,,,
krasnoyarsk-territory/tura,2020/03/29,12,732,-1.3,52,З,5,10,10,Ливневой снег слабый,,,,,
krasnoyarsk-territory/tura,2020/03/29,18,735,-6.2,66,З,2,7,,,,,,,
krasnoyarsk-territory/tura,2020/03/30,06,735,-1.6,57,Ю,4,7,20,,,,,,
krasnoyarsk-territory/tura,2020/03/30,12,,-2.8,88,Ю-В,3,10,2,Ливневой снег слабый,,,,,
krasnoyarsk-territory/tura,2020/03/30,18,732,-3.1,79,З,3,7,,,,,,,
krasnoyarsk-territory/tura,2020/03/31,06,734,-3.4,48,З,5,7,20,Поземок (слабый или умеренный),,,,,
krasnoyarsk-territory/tura,2020/03/31,12,,-2.2,34,C-З,4,,,,,,,,
krasnoyarsk-territory/tura,2020/03/31,18,738,-10.1,55,З,1,4,,,,,,,
krasnoyarsk-territory/tura,2020/04/01,06,745,-14,60,C,0,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/01,12,745,-3.4,46,З,1,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/01,18,744,-9.1,64,C,1,10,,,,,,,
krasnoyarsk-territory/tura,2020/04/02,06,751,-10.8,65,C,0,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/02,12,752,-2,40,Ю-В,1,7,20,,,,,,
krasnoyarsk-territory/tura,2020/04/02,18,750,-3.8,49,Ю-В,3,9,,,,,,,
krasnoyarsk-territory/tura,2020/04/03,06,741,0.4,56,В,4,9,20,,,,,,
krasnoyarsk-territory/tura,2020/04/03,12,737,5.4,59,Ю,4,7,20,,,,,,
krasnoyarsk-territory/tura,2020/04/03,18,736,3.4,86,Ю-З,2,7,,Количество облаков не изменилось,,,,,
krasnoyarsk-territory/tura,2020/04/04,06,747,-2.3,39,З,7,2,20,,,,,,
krasnoyarsk-territory/tura,2020/04/04,12,752,0.6,33,C-З,6,2,20,,,,,,
krasnoyarsk-territory/tura,2020/04/04,18,753,-2.2,44,З,1,7,,,,,,,
krasnoyarsk-territory/tura,2020/04/05,06,754,2.4,51,З,4,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/05,12,753,6.2,41,Ю-З,5,7,20,,,,,,
krasnoyarsk-territory/tura,2020/04/05,18,753,3.4,45,З,1,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/06,06,,5.1,35,Ю-З,3,,,,,,-0.1,,
krasnoyarsk-territory/tura,2020/04/06,12,751,8.4,30,Ю,2,9,20,,,,,,
krasnoyarsk-territory/tura,2020/04/06,18,749,4.6,35,В,3,4,,,,,,,
krasnoyarsk-territory/tura,2020/04/07,06,748,5.8,40,C,0,2,20,,,,,,
krasnoyarsk-territory/tura,2020/04/07,12,747,10.3,26,Ю-З,2,9,20,,,,,,
krasnoyarsk-territory/tura,2020/04/07,18,749,0.5,62,C,0,6,,,,,,,
krasnoyarsk-territory/tura,2020/04/08,06,751,0.5,52,Ю-В,1,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/08,12,748,13.6,27,Ю,4,1,20,,,,,,
krasnoyarsk-territory/tura,2020/04/08,18,746,6.5,37,В,5,10,,,,,,,
krasnoyarsk-territory/tura,2020/04/09,06,743,6.6,64,Ю-З,4,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/09,12,743,6.7,50,Ю-З,5,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/09,18,745,3.6,41,Ю-З,3,9,,,,,,,
krasnoyarsk-territory/tura,2020/04/10,06,752,1.5,53,З,4,7,20,,,,,,
krasnoyarsk-territory/tura,2020/04/10,12,753,3.3,48,Ю-З,4,6,20,,,,,,
krasnoyarsk-territory/tura,2020/04/10,18,753,0,54,Ю-В,1,2,,,,,,,
krasnoyarsk-territory/tura,2020/04/11,06,752,2.1,54,Ю-З,4,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/11,12,752,4.1,50,З,4,9,20,,,,,,
krasnoyarsk-territory/tura,2020/04/11,18,753,1.2,56,C-З,2,6,,,,,,,
krasnoyarsk-territory/tura,2020/04/12,06,755,1.7,57,C,0,2,20,,,,,,
krasnoyarsk-territory/tura,2020/04/12,12,,7.4,37,З,3,,,,,,,,
krasnoyarsk-territory/tura,2020/04/12,18,754,3.4,58,C,1,6,,,,,,,
krasnoyarsk-territory/tura,2020/04/13,06,755,3.8,61,Ю-В,2,2,20,,,,,,
krasnoyarsk-territory/tura,2020/04/13,12,753,12.2,36,Ю,3,4,20,,,,,,
krasnoyarsk-territory/tura,2020/04/13,18,752,2.9,56,C-З,1,6,,,,,,,
krasnoyarsk-territory/tura,2020/04/14,06,750,2.8,59,Ю,1,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/14,12,749,12.2,29,З,3,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/14,18,750,2,61,З,1,2,,,,,,,
krasnoyarsk-territory/tura,2020/04/15,06,753,2,64,C,3,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/15,12,751,7.1,49,C,3,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/15,18,752,1.5,60,C,3,0,,,,,,,
krasnoyarsk-territory/tura,2020/04/16,06,753,1.1,47,В,3,7,20,,,,,,
krasnoyarsk-territory/tura,2020/04/16,12,752,3.5,46,В,4,4,20,,,,,,
krasnoyarsk-territory/tura,2020/04/16,18,753,0.2,42,В,2,7,,,,,,,
krasnoyarsk-territory/tura,2020/04/17,06,756,-1.2,45,В,4,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/17,12,756,1.6,39,В,3,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/17,18,758,-0.8,44,В,2,10,,,,,,,
krasnoyarsk-territory/tura,2020/04/18,06,763,-1.5,42,В,2,0,20,,,,-5.1,,
krasnoyarsk-territory/tura,2020/04/18,12,763,1.7,36,В,2,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/18,18,764,-4.9,57,C,0,0,,,,,,,
krasnoyarsk-territory/tura,2020/04/19,06,765,-4.2,52,Ю,2,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/19,12,764,5.7,30,Ю-В,1,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/19,18,764,-1.3,50,З,1,0,,,,,,,
krasnoyarsk-territory/tura,2020/04/20,06,764,0.4,46,Ю-В,2,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/20,12,761,9.5,25,Ю-З,2,0,20,,,,,,
krasnoyarsk-territory/tura,2020/04/20,18,760,2.6,37,Ю-В,1,1,,,,,,,
krasnoyarsk-territory/tura,2020/04/21,06,756,3.3,42,C-З,1,9,20,,,,,,
krasnoyarsk-territory/tura,2020/04/21,12,754,11,26,Ю-З,3,7,20,,,,,,
krasnoyarsk-territory/tura,2020/04/21,18,752,1.9,61,З,1,7,,,,,,,
krasnoyarsk-territory/tura,2020/04/22,06,740,4.2,77,В,3,10,20,Количество облаков не изменилось,,,,,
krasnoyarsk-territory/tura,2020/04/22,12,739,5.5,66,Ю-З,6,9,20,Количество облаков не изменилось,,,,,
krasnoyarsk-territory/tura,2020/04/22,18,744,5.1,55,З,3,10,,,,,,,
krasnoyarsk-territory/tura,2020/04/23,06,749,6.4,48,C-З,3,7,20,,,,,,
krasnoyarsk-territory/tura,2020/04/23,12,749,9.8,37,Ю,2,9,20,,,,,,
krasnoyarsk-territory/tura,2020/04/23,18,748,5.5,40,В,3,0,,,,,,,
krasnoyarsk-territory/tura,2020/04/24,06,743,11.1,30,Ю,5,2,20,,,,,,
krasnoyarsk-territory/tura,2020/04/24,12,741,11.4,29,Ю-В,4,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/24,18,742,6.7,48,Ю,1,10,,,,,,,
krasnoyarsk-territory/tura,2020/04/25,06,740,6.4,53,В,2,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/25,12,,11.9,34,Ю-В,3,10,20,,,,,,
krasnoyarsk-territory/tura,2020/04/25,18,,13,36,З,3,10,20,Количество облаков не изменилось,,,,,
tyumen-area/tjumen,2020/03/27,12,755,4.3,59,З,3,6,10,Ливневый дождь со снегом,,,,,
tyumen-area/tjumen,2020/03/27,18,756,2.6,44,З,2,6,10,,5.3,0.01,,,
tyumen-area/tjumen,2020/03/28,06,759,-1.6,63,Ю-З,2,0,10,,,0,-5.3,0.01,8
tyumen-area/tjumen,2020/03/28,12,758,6.4,34,Ю-З,4,0,10,,,,,,
tyumen-area/tjumen,2020/03/28,18,757,5.3,41,Ю-З,2,7,10,,7.9,0,,,
tyumen-area/tjumen,2020/03/29,06,756,2.2,72,Ю-З,2,2,10,,,0,1.3,0,6
tyumen-area/tjumen,2020/03/29,12,755,11.5,42,Ю-З,4,4,10,,,,,,
tyumen-area/tjumen,2020/03/29,18,754,7.1,49,Ю-З,3,6,10,,11.7,0,,,
tyumen-area/tjumen,2020/03/30,06,753,2.4,71,Ю-З,3,10,10,,,0,1.1,0,1
tyumen-area/tjumen,2020/03/30,12,753,12,37,Ю-З,5,6,10,,,,,,
tyumen-area/tjumen,2020/03/30,18,753,8.9,49,Ю,2,4,10,,13.3,0,,,
tyumen-area/tjumen,2020/03/31,06,754,3.8,68,Ю,2,6,10,,,0,2.5,0,0
tyumen-area/tjumen,2020/03/31,12,752,11.9,35,Ю-З,5,7,10,,,,,,
tyumen-area/tjumen,2020/03/31,18,751,8,43,Ю,2,10,10,,12.9,0,,,
tyumen-area/tjumen,2020/04/01,06,748,1.2,72,Ю,2,10,10,,,0,0.2,0,
tyumen-area/tjumen,2020/04/01,12,745,10.6,33,Ю-В,4,10,10,,,,,,
tyumen-area/tjumen,2020/04/01,18,742,7.5,50,В,2,10,10,,10.8,0,,,
tyumen-area/tjumen,2020/04/02,06,738,3,96,Ю-З,2,10,4,Ливневой дождь слабый,,2,2.7,2,
tyumen-area/tjumen,2020/04/02,12,740,3.4,62,Ю-З,4,9,10,Количество облаков не изменилось,,,,,
tyumen-area/tjumen,2020/04/02,18,746,0.6,56,З,5,9,10,,5.8,0.01,,,
tyumen-area/tjumen,2020/04/03,06,754,-0.2,61,Ю-З,3,0,10,,,0,-2.5,0.01,
tyumen-area/tjumen,2020/04/03,12,757,7.7,33,Ю-З,4,4,10,,,,,,
tyumen-area/tjumen,2020/04/03,18,758,4.7,40,Ю,1,0,10,,8.4,0,,,
tyumen-area/tjumen,2020/04/04,06,761,0.9,70,Ю-В,2,1,10,,,0,-2.9,0,
tyumen-area/tjumen,2020/04/04,12,758,8.5,34,Ю-В,6,10,10,,,,,,
tyumen-area/tjumen,2020/04/04,18,755,7.2,63,Ю-В,4,10,4,Дождь (незамерзающий) слабый непрерывный,10.1,0.01,,,
tyumen-area/tjumen,2020/04/05,06,748,5.2,93,В,1,10,10,Количество облаков не изменилось,,0.8,4.9,0.8,
tyumen-area/tjumen,2020/04/05,12,747,6.3,93,З,1,10,4,Морось (незамерзающая) слабая непрерывная,,,,,
tyumen-area/tjumen,2020/04/05,18,748,3.9,95,З,3,10,4,Дымка (видимость больше 1 км),6.9,2,,,
tyumen-area/tjumen,2020/04/06,06,746,0.9,98,В,1,10,10,,,0,-1.1,2,
tyumen-area/tjumen,2020/04/06,12,746,2.6,95,З,3,10,4,Дымка (видимость больше 1 км),,,,,
tyumen-area/tjumen,2020/04/06,18,747,0.2,96,C,3,10,4,Снег слабый непрерывный,5.2,0.9,,,
tyumen-area/tjumen,2020/04/07,06,746,-2.4,94,C,4,10,10,Количество облаков не изменилось,,12,-2.7,12,8
tyumen-area/tjumen,2020/04/07,12,741,-0.7,58,C,5,10,10,Поземок (слабый или умеренный),,,,,
tyumen-area/tjumen,2020/04/07,18,736,-3.5,86,C-З,9,10,2,Снег слабый непрерывный,-0.7,0.5,,,
tyumen-area/tjumen,2020/04/08,06,739,-4.9,86,З,6,10,4,Снег слабый непрерывный,,4,-4.9,5,4
tyumen-area/tjumen,2020/04/08,12,742,-1.6,44,Ю-З,7,10,10,Поземок (слабый или умеренный),,,,,
tyumen-area/tjumen,2020/04/08,18,745,0.4,38,Ю-З,3,10,10,Количество облаков не изменилось,0.4,0.01,,,
tyumen-area/tjumen,2020/04/09,06,751,-2.2,45,Ю-З,3,0,10,,,0,-4.1,0.01,3
tyumen-area/tjumen,2020/04/09,12,754,5.5,30,Ю-З,4,2,10,,,,,,
tyumen-area/tjumen,2020/04/09,18,755,3,51,Ю,1,1,10,,6.1,0,,,
tyumen-area/tjumen,2020/04/10,06,755,0.5,81,Ю,2,0,10,,,0,-3.5,0,1
tyumen-area/tjumen,2020/04/10,12,754,11.5,45,Ю,3,0,10,,,,,,
tyumen-area/tjumen,2020/04/10,18,754,8.3,62,Ю-В,2,0,10,,12.8,0,,,
tyumen-area/tjumen,2020/04/11,06,757,5.1,58,Ю-З,2,10,10,,,0,0.4,0,
tyumen-area/tjumen,2020/04/11,12,756,14.7,19,Ю-З,4,2,10,,,,,,
tyumen-area/tjumen,2020/04/11,18,756,10.5,27,Ю,1,2,10,,15,0,,,
tyumen-area/tjumen,2020/04/12,06,755,4.8,59,Ю-В,2,4,10,,,0,-0.8,0,
tyumen-area/tjumen,2020/04/12,12,752,13.3,28,В,4,10,10,,,,,,
tyumen-area/tjumen,2020/04/12,18,750,8.3,77,В,2,10,4,Дождь (незамерзающий) слабый непрерывный,14.6,0.3,,,
tyumen-area/tjumen,2020/04/13,06,747,7.7,60,Ю-В,2,10,10,,,0.1,5.1,0.4,
tyumen-area/tjumen,2020/04/13,12,747,15.3,32,Ю,2,9,10,,,,,,
tyumen-area/tjumen,2020/04/13,18,748,12.1,35,Ю,3,9,10,,16,0,,,
tyumen-area/tjumen,2020/04/14,06,750,6.2,74,Ю-В,3,4,10,Количество облаков не изменилось,,0.5,3.1,0.5,
tyumen-area/tjumen,2020/04/14,12,750,8.8,39,Ю,4,7,10,,,,,,
tyumen-area/tjumen,2020/04/14,18,751,5,60,Ю,2,4,10,,10.1,0.01,,,
tyumen-area/tjumen,2020/04/15,06,750,1.6,95,Ю-З,1,10,10,,,1,-0.1,1,
tyumen-area/tjumen,2020/04/15,12,752,5.4,74,Ю-З,4,9,10,,,,,,
tyumen-area/tjumen,2020/04/15,18,753,5,67,Ю-В,1,1,10,,7.7,0,,,
tyumen-area/tjumen,2020/04/16,06,752,4.4,77,Ю-В,2,10,10,,,0,1.3,0,
tyumen-area/tjumen,2020/04/16,12,750,17,31,Ю,5,10,10,,,,,,
tyumen-area/tjumen,2020/04/16,18,749,15.5,25,Ю,4,10,10,,18.6,0,,,
tyumen-area/tjumen,2020/04/17,06,746,11.1,39,Ю-В,5,10,10,,,0,10.6,0,
tyumen-area/tjumen,2020/04/17,12,746,10,67,Ю,6,10,4,Ливневой дождь слабый,,,,,
tyumen-area/tjumen,2020/04/17,18,747,7.1,79,Ю-В,2,9,10,Количество облаков уменьшилось,14.1,0.01,,,
tyumen-area/tjumen,2020/04/18,06,745,5.2,85,Ю,4,10,4,Дождь (незамерзающий) слабый непрерывный,,0.6,3.1,0.6,
tyumen-area/tjumen,2020/04/18,12,746,12.6,38,Ю,6,10,1,Ливневый дождь со снегом,,,,,
tyumen-area/tjumen,2020/04/18,18,748,11.4,31,Ю,4,7,10,,13.8,0.01,,,
tyumen-area/tjumen,2020/04/19,06,753,3.5,86,Ю,1,7,10,,,0,-0.1,0.01,
tyumen-area/tjumen,2020/04/19,12,755,9.5,42,Ю-З,4,7,10,Количество облаков не изменилось,,,,,
tyumen-area/tjumen,2020/04/19,18,757,8.1,45,Ю,1,2,10,,12.2,0.01,,,
tyumen-area/tjumen,2020/04/20,06,760,6.6,51,Ю,2,2,10,,,0,-0.8,0.01,
tyumen-area/tjumen,2020/04/20,12,759,15.1,31,Ю-В,4,10,10,,,,,,
tyumen-area/tjumen,2020/04/20,18,758,11.5,49,Ю-В,4,10,10,Ливневый дождь,15.5,0.01,,,
tyumen-area/tjumen,2020/04/21,06,756,8.5,84,З,1,7,10,,,0.01,7.2,0.01,
tyumen-area/tjumen,2020/04/21,12,756,14.7,46,Ю,2,9,10,,,,,,
tyumen-area/tjumen,2020/04/21,18,754,12.3,61,В,2,7,10,,16.1,0,,,
tyumen-area/tjumen,2020/04/22,06,745,11.1,73,Ю-В,4,10,10,,,0,7,0,
tyumen-area/tjumen,2020/04/22,12,738,24.9,24,Ю-В,8,7,10,,,,,,
tyumen-area/tjumen,2020/04/22,18,737,13.4,79,Ю,4,10,10,Количество облаков не изменилось,25.4,0.3,,,
tyumen-area/tjumen,2020/04/23,06,736,7.7,55,Ю,5,1,10,,,0,6.4,0.3,
tyumen-area/tjumen,2020/04/23,12,738,7.6,65,Ю,5,9,4,Ливневой дождь слабый,,,,,
tyumen-area/tjumen,2020/04/23,18,740,5.4,69,Ю,3,7,10,Количество облаков не изменилось,11.1,0.5,,,
tyumen-area/tjumen,2020/04/24,06,745,2.3,68,Ю-З,3,0,10,,,0.8,0.3,1,
tyumen-area/tjumen,2020/04/24,12,743,9,19,Ю,5,5,10,,,,,,
tyumen-area/tjumen,2020/04/24,18,745,3.8,68,C,0,7,10,Количество облаков не изменилось,9.3,0.01,,,
tyumen-area/tjumen,2020/04/25,06,750,1.8,56,Ю-З,4,0,10,,,0.01,-1.4,0.01,
tyumen-area/tjumen,2020/04/25,12,751,5.9,44,Ю,5,10,10,,,,,,
tyumen-area/tjumen,2020/04/25,18,750,8.5,37,Ю,7,10,10,,8.6,0,,,
republic-buryatiya/ulanude,2020/03/27,12,721,3.2,29,Ю-З,5,10,50,,,,,,
republic-buryatiya/ulanude,2020/03/27,18,718,-1.1,45,В,1,7,50,,,,,,
republic-buryatiya/ulanude,2020/03/28,06,714,0.5,38,C-З,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/03/28,12,710,9.4,17,C,3,2,50,,,,,,
republic-buryatiya/ulanude,2020/03/28,18,710,-0.7,43,C,0,7,50,,,,,,
republic-buryatiya/ulanude,2020/03/29,06,714,1.8,56,C-З,6,10,50,,,,,,
republic-buryatiya/ulanude,2020/03/29,12,714,2.9,34,C,4,7,50,,,,,,
republic-buryatiya/ulanude,2020/03/29,18,717,-2.5,58,Ю-З,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/03/30,06,723,-0.1,46,З,3,10,50,,,,,,
republic-buryatiya/ulanude,2020/03/30,12,722,2.5,30,З,6,6,50,,,,,,
republic-buryatiya/ulanude,2020/03/30,18,724,-3.8,69,З,3,0,50,,,,,,
republic-buryatiya/ulanude,2020/03/31,06,725,4.1,27,Ю-З,6,7,50,,,,,,
republic-buryatiya/ulanude,2020/03/31,12,722,9,14,З,7,6,50,,,,,,
republic-buryatiya/ulanude,2020/03/31,18,721,0.4,33,З,1,4,50,,,,,,
republic-buryatiya/ulanude,2020/04/01,06,721,10.6,18,C-З,7,7,50,,,,,,
republic-buryatiya/ulanude,2020/04/01,12,720,10.1,19,C-З,5,7,50,Количество облаков увеличилось,,,,,
republic-buryatiya/ulanude,2020/04/01,18,722,2.7,37,C-З,1,2,50,,,,,,
republic-buryatiya/ulanude,2020/04/02,06,723,7.6,32,З,2,2,50,,,,,,
republic-buryatiya/ulanude,2020/04/02,12,721,15.1,13,C-З,5,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/02,18,722,5.5,29,З,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/03,06,725,9.6,26,C,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/03,12,723,17.8,11,З,3,1,50,,,,,,
republic-buryatiya/ulanude,2020/04/03,18,723,4.5,34,В,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/04,06,724,7.8,38,C-З,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/04,12,721,17.3,10,C,3,9,50,,,,,,
republic-buryatiya/ulanude,2020/04/04,18,723,8.2,30,Ю-З,2,6,50,,,,,,
republic-buryatiya/ulanude,2020/04/05,06,729,5.7,35,C,4,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/05,12,728,6.4,21,C,6,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/05,18,730,0.1,24,C,2,7,50,,,,,,
republic-buryatiya/ulanude,2020/04/06,06,729,4.6,18,В,7,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/06,12,724,11.2,10,В,6,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/06,18,724,3.7,19,В,4,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/07,06,723,8.6,15,В,8,2,50,Количество облаков увеличилось,,,,,
republic-buryatiya/ulanude,2020/04/07,12,720,15.5,9,В,5,4,50,,,,,,
republic-buryatiya/ulanude,2020/04/07,18,722,3,39,Ю,3,7,20,Ухудшение видимости из-за дыма или вулканического пепла,,,,,
republic-buryatiya/ulanude,2020/04/08,06,723,10.1,20,В,8,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/08,12,722,15.8,14,C-В,6,1,50,,,,,,
republic-buryatiya/ulanude,2020/04/08,18,725,6.2,30,Ю-З,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/09,06,727,9.4,22,В,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/09,12,724,16.4,13,C-В,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/09,18,725,5.7,32,В,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/10,06,728,10.2,24,В,3,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/10,12,725,19,10,C-З,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/10,18,727,6.6,29,Ю-З,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/11,06,728,11.9,20,В,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/11,12,723,20.9,9,C,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/11,18,723,7.1,32,C,0,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/12,06,724,8.7,42,C,5,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/12,12,723,7.4,49,C,5,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/12,18,724,3.6,66,C,2,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/13,06,722,5.4,45,C,2,7,50,,,,,,
republic-buryatiya/ulanude,2020/04/13,12,720,7.8,25,C,4,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/13,18,720,1,46,C-З,2,4,50,,,,,,
republic-buryatiya/ulanude,2020/04/14,06,720,2.3,66,C,4,10,10,Ливневой снег слабый,,,,,
republic-buryatiya/ulanude,2020/04/14,12,720,2.5,75,C-З,2,10,10,Ливневой снег слабый,,,,,
republic-buryatiya/ulanude,2020/04/14,18,720,1.9,79,C,3,10,50,Количество облаков уменьшилось,,,,,
republic-buryatiya/ulanude,2020/04/15,06,721,7.2,49,C-З,5,4,50,,,,,,
republic-buryatiya/ulanude,2020/04/15,12,720,12.9,31,C,4,9,50,,,,,,
republic-buryatiya/ulanude,2020/04/15,18,721,4.1,47,Ю-З,2,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/16,06,721,11.2,29,Ю-З,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/16,12,719,16.9,14,C,3,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/16,18,720,5.4,34,З,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/17,06,720,11.2,25,З,1,9,50,,,,,,
republic-buryatiya/ulanude,2020/04/17,12,715,18,13,C,1,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/17,18,715,10.1,43,C,8,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/18,06,717,8.8,40,C,6,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/18,12,717,7.4,49,C-З,6,10,50,Осадки (достигают поверхности земли вдали от станции (> 5 км)),,,,,
republic-buryatiya/ulanude,2020/04/18,18,721,1.7,54,C-З,1,10,50,,,,,,
republic-buryatiya/ulanude,2020/04/19,06,724,2,20,C,7,4,50,Количество облаков уменьшилось,,,,,
republic-buryatiya/ulanude,2020/04/19,12,725,2.7,15,C,7,7,50,Количество облаков увеличилось,,,,,
republic-buryatiya/ulanude,2020/04/19,18,727,-2.2,32,C-В,2,6,50,,,,,,
republic-buryatiya/ulanude,2020/04/20,06,730,-0.2,21,C,5,2,50,,,,,,
republic-buryatiya/ulanude,2020/04/20,12,728,1.7,15,C,7,9,50,Количество облаков увеличилось,,,,,
republic-buryatiya/ulanude,2020/04/20,18,730,-3.3,37,C,3,2,50,,,,,,
republic-buryatiya/ulanude,2020/04/21,06,730,0.9,22,C,4,4,50,,,,,,
republic-buryatiya/ulanude,2020/04/21,12,728,3.9,13,C-В,6,1,50,,,,,,
republic-buryatiya/ulanude,2020/04/21,18,729,-1.1,29,C,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/22,06,729,4.3,21,З,2,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/22,12,726,11.7,11,C,3,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/22,18,725,1.4,35,З,1,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/23,06,721,9.4,18,C-З,2,2,50,,,,,,
republic-buryatiya/ulanude,2020/04/23,12,714,20.1,10,З,6,6,50,,,,,,
republic-buryatiya/ulanude,2020/04/23,18,714,13.8,23,З,3,6,50,,,,,,
republic-buryatiya/ulanude,2020/04/24,06,718,13.4,15,C,4,0,50,,,,,,
republic-buryatiya/ulanude,2020/04/24,12,717,16.2,12,C,3,2,50,,,,,,
republic-buryatiya/ulanude,2020/04/24,18,719,5.5,32,Ю-З,2,6,50,,,,,,
republic-buryatiya/ulanude,2020/04/25,06,721,11.2,29,Ю-З,1,10,20,Ухудшение видимости из-за дыма или вулканического пепла,,,,,
republic-buryatiya/ulanude,2020/04/25,12,719,15.9,17,C-З,2,10,20,Ухудшение видимости из-за дыма или вулканического пепла,,,,,
republic-buryatiya/ulanude,2020/04/25,18,720,8.4,35,Ю-З,2,7,10,Ухудшение видимости из-за дыма или вулканического пепла,,,,,
irkutsk-area/ust-ordynskij,2020/03/27,12,719,3.9,30,Ю-З,3,10,50,,,,,,
irkutsk-area/ust-ordynskij,2020/03/27,18,715,-5.2,75,C,1,10,,,,,,,
irkutsk-area/ust-ordynskij,2020/03/28,06,712,0.1,48,Ю-З,3,10,50,,,,,,
irkutsk-area/ust-ordynskij,2020/03/28,12,708,8.3,24,Ю,3,10,50,,,,,,
irkutsk-area/ust-ordynskij,2020/03/28,18,709,-1.9,71,C,1,2,,,,,,,
irkutsk-area/ust-ordynskij,2020/03/29,06,715,1.3,60,З,5,7,50,,,,,,
irkutsk-area/ust-ordynskij,2020/03/29,12,714,3.7,35,C-З,3,7,50,,,,,,
