date,country_code,cases,deaths,recovered,retail,grocery,parks,transit,work,residential,s1_school,s2_workplace,s3_events,s4_transport,s5_info,s6_movement,s7_travel,s8_fiscal,s9_monetary,s10_investment,stringency
2020-04-06,CIV,323,3,41,,,,,,,,,,,,,,,,,
2020-04-07,CIV,349,3,41,,,,,,,,,,,,,,,,,
2020-04-08,CIV,384,3,48,,,,,,,,,,,,,,,,,
2020-04-09,CIV,444,3,52,,,,,,,,,,,,,,,,,
2020-04-10,CIV,444,3,52,,,,,,,,,,,,,,,,,
2020-01-22,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-23,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-24,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-25,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-26,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-27,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-28,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-29,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-30,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-01-31,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-02-01,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-02-02,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-02-03,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-02-04,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-05,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-06,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-07,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-08,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-09,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-10,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-11,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-12,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-13,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-14,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-15,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-16,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-17,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-18,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-19,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-20,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-21,HRV,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-22,HRV,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-23,HRV,0,0,0,9.576130612072166,5.439766657652172,17.964861053735476,13.466525727018855,1.9569789245541018,-1.892584016034557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.76
2020-02-24,HRV,0,0,0,3.9606872273451383,7.1176071823969504,18.26775369101535,5.118933763234675,0.7693982889719664,-0.5158561819325832,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,19.05
2020-02-25,HRV,1,0,0,1.1951963912859909,9.855049431060062,15.318867807451023,3.033603748003095,1.2970723116293632,0.2894043472338472,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,19.05
2020-02-26,HRV,3,0,0,-7.898596488428584,1.435538064707601,-8.58956203173992,-7.777668148215042,-0.577710903510249,2.146639682941226,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,19.05
2020-02-27,HRV,3,0,0,-0.41190608995628664,-0.4752725070406086,5.360411776983346,-0.8995260550222358,-0.09213676782661673,1.0913009917816439,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,19.05
2020-02-28,HRV,5,0,0,-2.8894222383274926,0.3174362937834133,0.511909914077132,-1.4121568413937617,0.07702371689841465,1.020593252771348,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,19.05
2020-02-29,HRV,6,0,0,-0.6239334361836916,1.6272001214176757,2.009901391450109,-5.9323263939148125,1.2902185958762633,0.3869505147015857,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-01,HRV,7,0,0,-8.37435969857339,-4.983285252029891,-38.433386459273905,-6.452708418266741,-2.08891163173047,1.5436351488969802,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-02,HRV,7,0,0,2.0906184528985405,2.3992928097002633,4.038133396967271,5.140174306578261,2.17906811429997,0.01106592201962855,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-03,HRV,9,0,0,-0.7670682814359894,-2.3167393021818685,1.4945229206139987,0.8758991874280411,2.080722313312292,1.0187964998994634,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-04,HRV,10,0,0,3.3541354745090435,1.6392879955280353,4.444946303619141,0.8408293837918499,2.019291196073455,0.3297424221785448,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-05,HRV,10,0,0,3.1064451599597613,2.251303415379689,18.040951533740966,3.388908439248324,2.482294835681183,-0.3773103193290392,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-06,HRV,11,0,0,-2.0985954513936425,2.589595080263993,-8.548925869044673,0.7649185104131093,1.0673328003865326,0.809611654893719,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-07,HRV,12,0,0,6.679292631131719,5.5291656184,10.767328976472717,-1.5875217949620313,2.748727090764116,-0.5178708802791737,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-08,HRV,12,0,0,13.301087715226437,10.980980273735959,8.477308830244974,9.398512166004238,2.1108995355459403,-1.6962216297910724,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,28.57
2020-03-09,HRV,12,0,0,1.304914618591032,2.4706463582068006,14.998784562088808,2.824971017514319,2.1414030622882585,-0.5038510187004963,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,33.33
2020-03-10,HRV,14,0,0,2.051457918370228,5.159198778669644,18.49473163747495,3.418141907279953,2.572531903574691,-0.047622383519173216,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,33.33
2020-03-11,HRV,19,0,0,3.0443898967167273,11.25275141301513,26.249207144859596,3.4473966224946633,2.175868480615701,-0.669318336609004,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,38.1
2020-03-12,HRV,19,0,0,0.6736370894814651,20.820392828720113,24.43885927511624,1.4434220713082035,1.154429682785612,-0.3238981104905678,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,42.86
2020-03-13,HRV,32,0,1,-10.546974584106641,26.806486468720077,-5.016737360593603,-10.512713119206,-1.89258860853212,2.6383259711870943,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,52.38
2020-03-14,HRV,38,0,1,-18.12207936959169,9.198676803495974,1.1485173297307882,-22.281025867117464,-4.319423567376167,3.584791816666345,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,61.9
2020-03-15,HRV,49,0,1,-23.86691014757374,2.5867412573351434,2.8550498788694463,-25.0743877159411,-7.805931757613583,3.552664318563635,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,66.67
2020-03-16,HRV,57,0,2,-19.21072073457271,17.446159936371725,12.819476182336414,-35.322760646498665,-23.593117232174986,8.363789916129914,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,66.67
2020-03-17,HRV,65,0,4,-29.023644274527452,-1.3989541017496567,17.062477444214156,-41.27408467799231,-28.843706860573835,10.740666939098515,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,71.43
2020-03-18,HRV,81,0,4,-29.91289119459041,7.1128512539202795,13.695236913315073,-44.83719213163693,-32.616436947756476,11.467400935349335,2.0,2.0,2.0,0.0,1.0,2.0,2.0,4214550000.0,3.0,0.0,80.95
2020-03-19,HRV,105,1,5,-57.04872145550403,-14.058140434140697,13.372205919451554,-50.791747062908925,-39.79255344507143,14.706345716009263,2.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,85.71
2020-03-20,HRV,128,1,5,-64.68992042362983,-19.68927937980314,4.351249356040925,-56.40776000244343,-44.17873997177964,17.54585611706786,2.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,85.71
2020-03-21,HRV,206,1,5,-72.97227130922187,-27.820179791932055,-27.94720735921746,-60.96644538610781,-40.347360942642666,12.73768445906063,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,95.24
2020-03-22,HRV,254,1,5,-78.44161434775906,-48.97060986523459,-55.827235700632066,-55.79489828575071,-43.49331026935028,10.581483715710892,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-23,HRV,315,1,5,-72.8775902282816,-38.638431014869546,-50.701023657157556,-76.67779576410847,-57.231460636854976,21.172760707544416,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-24,HRV,382,1,5,-79.22187678638652,-49.48911373554389,-59.09595557623629,-81.41591892074933,-62.659530854414676,26.143628662424522,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-25,HRV,442,1,22,-79.18950306944011,-48.456303653429856,-57.60408917129437,-81.4342658633461,-63.418750292215144,26.562316189586625,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-26,HRV,495,3,22,-78.96115817040288,-50.55427423332736,-58.676320553940585,-81.27097727746565,-63.493566499664176,27.177949885513765,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,1275773800.0,100.0
2020-03-27,HRV,586,3,37,-77.83312805337175,-46.68789844706695,-50.98643051794709,-78.64920236746738,-61.92726390481674,28.230254204855783,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-28,HRV,657,5,45,-78.48768376970652,-50.69234503114349,-40.96370386239013,-73.75018226099245,-51.25810916387815,17.63969980605448,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-29,HRV,713,6,52,-81.92730793567247,-56.69279418471195,-43.83601912533861,-74.1009533345462,-49.562150066989794,14.491782288038296,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-30,HRV,790,6,67,-74.12737041266327,-45.426022220111584,-40.44544454789185,-78.37702196825938,-60.60498291855346,23.857279443720124,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-03-31,HRV,867,6,67,-73.74092384485002,-44.78435336024146,-41.72211350550265,-76.92960277063268,-60.313984029286885,24.23375300810161,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-04-01,HRV,963,6,73,-71.79978123451049,-41.02855756331349,-33.45722360397478,-75.54846283270102,-59.64472027128134,23.21781185337978,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,100.0
2020-04-02,HRV,1011,7,88,-70.21248989174629,-42.70806492268927,-21.61455676134402,-73.71916004573457,-59.10348941919866,23.034326412267223,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-03,HRV,1079,8,92,-70.32602943569569,-37.59089589763407,-25.032495418002412,-73.05942040340435,-58.05955938954578,24.431862850026274,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-04,HRV,1126,12,119,-72.56831170030136,-40.82120147431606,-30.914204776297115,-67.42794748227521,-46.840515497942064,15.274530865879216,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-05,HRV,1182,15,125,-76.0,-44.0,-30.0,-66.0,-46.0,13.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-06,HRV,1222,16,130,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-07,HRV,1282,18,167,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-08,HRV,1343,19,179,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-09,HRV,1407,20,219,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-04-10,HRV,1495,21,231,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1209533935.0,3.0,0.0,100.0
2020-01-22,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-01-29,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-01-30,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-01-31,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-01,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-02,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-03,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-04,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-05,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-06,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-07,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-08,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-09,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-10,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-11,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-12,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-13,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-14,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-15,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-16,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-17,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-18,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-19,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-20,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-21,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-22,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-23,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-24,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-25,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-26,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-27,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-28,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-02-29,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-01,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-02,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-03,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-04,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-05,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-06,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-07,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-08,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-09,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-10,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-11,CUB,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-12,CUB,3,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-13,CUB,4,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-14,CUB,4,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-15,CUB,4,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-16,CUB,4,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-17,CUB,5,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-18,CUB,7,1,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-19,CUB,11,1,0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29
2020-03-20,CUB,16,1,0,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-21,CUB,21,1,0,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-22,CUB,35,1,0,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-23,CUB,40,1,0,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-24,CUB,48,1,1,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-25,CUB,57,1,1,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-26,CUB,67,2,1,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-27,CUB,80,2,4,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-28,CUB,119,3,4,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-29,CUB,139,3,4,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-30,CUB,170,4,4,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-03-31,CUB,186,6,8,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-01,CUB,212,6,12,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-02,CUB,233,6,13,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-03,CUB,269,6,15,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-04,CUB,288,6,15,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-05,CUB,320,8,15,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-06,CUB,350,9,18,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-07,CUB,396,11,27,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-08,CUB,457,12,27,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-09,CUB,515,15,28,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-04-10,CUB,564,15,51,,,,,,,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,66.67
2020-01-22,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-23,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-24,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-25,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-26,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-27,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-28,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-29,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-30,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-01-31,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-01,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-02,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-03,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-04,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-05,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-06,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-07,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-08,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-09,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-10,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-11,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-12,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-13,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-14,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-15,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-16,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-17,CYP,0,0,0,,,,,,,,,,,,,,,,,
2020-02-18,CYP,0,0,0,,,,,,,,,,,,,,,,,
