region,date,region_name,confirmed,geoname_code
RU-AD,2020-01-22,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-23,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-24,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-25,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-26,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-27,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-28,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-29,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-30,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-01-31,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-01,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-02,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-03,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-04,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-05,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-06,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-07,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-08,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-09,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-10,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-11,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-12,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-13,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-14,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-15,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-16,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-17,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-18,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-19,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-20,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-21,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-22,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-23,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-24,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-25,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-26,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-27,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-28,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-02-29,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-01,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-02,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-03,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-04,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-05,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-06,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-07,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-08,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-09,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-10,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-11,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-12,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-13,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-14,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-15,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-16,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-17,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-18,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-19,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-20,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-21,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-22,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-23,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-24,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-25,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-26,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-27,Republic of Adygeia,0.0,RU.AD
RU-AD,2020-03-28,Republic of Adygeia,1.0,RU.AD
RU-AD,2020-03-29,Republic of Adygeia,1.0,RU.AD
RU-AD,2020-03-30,Republic of Adygeia,4.0,RU.AD
RU-AD,2020-03-31,Republic of Adygeia,4.0,RU.AD
RU-AD,2020-04-01,Republic of Adygeia,4.0,RU.AD
RU-AD,2020-04-02,Republic of Adygeia,5.0,RU.AD
RU-AD,2020-04-03,Republic of Adygeia,5.0,RU.AD
RU-AD,2020-04-04,Republic of Adygeia,7.0,RU.AD
RU-AD,2020-04-05,Republic of Adygeia,7.0,RU.AD
RU-AD,2020-04-06,Republic of Adygeia,13.0,RU.AD
RU-AD,2020-04-07,Republic of Adygeia,13.0,RU.AD
RU-AD,2020-04-08,Republic of Adygeia,13.0,RU.AD
RU-AD,2020-04-09,Republic of Adygeia,13.0,RU.AD
RU-AD,2020-04-10,Republic of Adygeia,20.0,RU.AD
RU-AD,2020-04-11,Republic of Adygeia,20.0,RU.AD
RU-AD,2020-04-12,Republic of Adygeia,20.0,RU.AD
RU-AD,2020-04-13,Republic of Adygeia,20.0,RU.AD
RU-AD,2020-04-14,Republic of Adygeia,27.0,RU.AD
RU-AD,2020-04-15,Republic of Adygeia,27.0,RU.AD
RU-AD,2020-04-16,Republic of Adygeia,43.0,RU.AD
RU-AD,2020-04-17,Republic of Adygeia,79.0,RU.AD
RU-AD,2020-04-18,Republic of Adygeia,84.0,RU.AD
RU-AD,2020-04-19,Republic of Adygeia,91.0,RU.AD
RU-AD,2020-04-20,Republic of Adygeia,100.0,RU.AD
RU-AD,2020-04-21,Republic of Adygeia,108.0,RU.AD
RU-AD,2020-04-22,Republic of Adygeia,113.0,RU.AD
RU-AD,2020-04-23,Republic of Adygeia,114.0,RU.AD
RU-AD,2020-04-24,Republic of Adygeia,117.0,RU.AD
RU-AD,2020-04-25,Republic of Adygeia,119.0,RU.AD
RU-AD,2020-04-26,Republic of Adygeia,134.0,RU.AD
RU-AD,2020-04-27,Republic of Adygeia,142.0,RU.AD
RU-AD,2020-04-28,Republic of Adygeia,150.0,RU.AD
RU-AD,2020-04-29,Republic of Adygeia,163.0,RU.AD
RU-AD,2020-04-30,Republic of Adygeia,163.0,RU.AD
RU-AD,2020-05-01,Republic of Adygeia,163.0,RU.AD
RU-AL,2020-01-22,Altay republic,0.0,RU.GA
RU-AL,2020-01-23,Altay republic,0.0,RU.GA
RU-AL,2020-01-24,Altay republic,0.0,RU.GA
RU-AL,2020-01-25,Altay republic,0.0,RU.GA
RU-AL,2020-01-26,Altay republic,0.0,RU.GA
RU-AL,2020-01-27,Altay republic,0.0,RU.GA
RU-AL,2020-01-28,Altay republic,0.0,RU.GA
RU-AL,2020-01-29,Altay republic,0.0,RU.GA
RU-AL,2020-01-30,Altay republic,0.0,RU.GA
RU-AL,2020-01-31,Altay republic,0.0,RU.GA
RU-AL,2020-02-01,Altay republic,0.0,RU.GA
RU-AL,2020-02-02,Altay republic,0.0,RU.GA
RU-AL,2020-02-03,Altay republic,0.0,RU.GA
RU-AL,2020-02-04,Altay republic,0.0,RU.GA
RU-AL,2020-02-05,Altay republic,0.0,RU.GA
RU-AL,2020-02-06,Altay republic,0.0,RU.GA
RU-AL,2020-02-07,Altay republic,0.0,RU.GA
RU-AL,2020-02-08,Altay republic,0.0,RU.GA
RU-AL,2020-02-09,Altay republic,0.0,RU.GA
RU-AL,2020-02-10,Altay republic,0.0,RU.GA
RU-AL,2020-02-11,Altay republic,0.0,RU.GA
RU-AL,2020-02-12,Altay republic,0.0,RU.GA
RU-AL,2020-02-13,Altay republic,0.0,RU.GA
RU-AL,2020-02-14,Altay republic,0.0,RU.GA
RU-AL,2020-02-15,Altay republic,0.0,RU.GA
RU-AL,2020-02-16,Altay republic,0.0,RU.GA
RU-AL,2020-02-17,Altay republic,0.0,RU.GA
RU-AL,2020-02-18,Altay republic,0.0,RU.GA
RU-AL,2020-02-19,Altay republic,0.0,RU.GA
RU-AL,2020-02-20,Altay republic,0.0,RU.GA
RU-AL,2020-02-21,Altay republic,0.0,RU.GA
RU-AL,2020-02-22,Altay republic,0.0,RU.GA
RU-AL,2020-02-23,Altay republic,0.0,RU.GA
RU-AL,2020-02-24,Altay republic,0.0,RU.GA
RU-AL,2020-02-25,Altay republic,0.0,RU.GA
RU-AL,2020-02-26,Altay republic,0.0,RU.GA
RU-AL,2020-02-27,Altay republic,0.0,RU.GA
RU-AL,2020-02-28,Altay republic,0.0,RU.GA
RU-AL,2020-02-29,Altay republic,0.0,RU.GA
RU-AL,2020-03-01,Altay republic,0.0,RU.GA
RU-AL,2020-03-02,Altay republic,0.0,RU.GA
RU-AL,2020-03-03,Altay republic,0.0,RU.GA
RU-AL,2020-03-04,Altay republic,0.0,RU.GA
RU-AL,2020-03-05,Altay republic,0.0,RU.GA
RU-AL,2020-03-06,Altay republic,0.0,RU.GA
RU-AL,2020-03-07,Altay republic,0.0,RU.GA
RU-AL,2020-03-08,Altay republic,0.0,RU.GA
RU-AL,2020-03-09,Altay republic,0.0,RU.GA
RU-AL,2020-03-10,Altay republic,0.0,RU.GA
RU-AL,2020-03-11,Altay republic,0.0,RU.GA
RU-AL,2020-03-12,Altay republic,0.0,RU.GA
RU-AL,2020-03-13,Altay republic,0.0,RU.GA
RU-AL,2020-03-14,Altay republic,0.0,RU.GA
RU-AL,2020-03-15,Altay republic,0.0,RU.GA
RU-AL,2020-03-16,Altay republic,0.0,RU.GA
RU-AL,2020-03-17,Altay republic,0.0,RU.GA
RU-AL,2020-03-18,Altay republic,0.0,RU.GA
RU-AL,2020-03-19,Altay republic,0.0,RU.GA
RU-AL,2020-03-20,Altay republic,0.0,RU.GA
RU-AL,2020-03-21,Altay republic,0.0,RU.GA
RU-AL,2020-03-22,Altay republic,0.0,RU.GA
RU-AL,2020-03-23,Altay republic,0.0,RU.GA
RU-AL,2020-03-24,Altay republic,0.0,RU.GA
RU-AL,2020-03-25,Altay republic,0.0,RU.GA
RU-AL,2020-03-26,Altay republic,0.0,RU.GA
RU-AL,2020-03-27,Altay republic,0.0,RU.GA
RU-AL,2020-03-28,Altay republic,0.0,RU.GA
RU-AL,2020-03-29,Altay republic,0.0,RU.GA
RU-AL,2020-03-30,Altay republic,0.0,RU.GA
RU-AL,2020-03-31,Altay republic,0.0,RU.GA
RU-AL,2020-04-01,Altay republic,0.0,RU.GA
RU-AL,2020-04-02,Altay republic,0.0,RU.GA
RU-AL,2020-04-03,Altay republic,0.0,RU.GA
RU-AL,2020-04-04,Altay republic,0.0,RU.GA
RU-AL,2020-04-05,Altay republic,0.0,RU.GA
RU-AL,2020-04-06,Altay republic,0.0,RU.GA
RU-AL,2020-04-07,Altay republic,0.0,RU.GA
RU-AL,2020-04-08,Altay republic,0.0,RU.GA
RU-AL,2020-04-09,Altay republic,0.0,RU.GA
RU-AL,2020-04-10,Altay republic,0.0,RU.GA
RU-AL,2020-04-11,Altay republic,0.0,RU.GA
RU-AL,2020-04-12,Altay republic,0.0,RU.GA
RU-AL,2020-04-13,Altay republic,0.0,RU.GA
RU-AL,2020-04-14,Altay republic,0.0,RU.GA
RU-AL,2020-04-15,Altay republic,0.0,RU.GA
RU-AL,2020-04-16,Altay republic,0.0,RU.GA
RU-AL,2020-04-17,Altay republic,1.0,RU.GA
RU-AL,2020-04-18,Altay republic,2.0,RU.GA
RU-AL,2020-04-19,Altay republic,2.0,RU.GA
RU-AL,2020-04-20,Altay republic,4.0,RU.GA
RU-AL,2020-04-21,Altay republic,8.0,RU.GA
RU-AL,2020-04-22,Altay republic,8.0,RU.GA
RU-AL,2020-04-23,Altay republic,9.0,RU.GA
RU-AL,2020-04-24,Altay republic,9.0,RU.GA
RU-AL,2020-04-25,Altay republic,14.0,RU.GA
RU-AL,2020-04-26,Altay republic,15.0,RU.GA
RU-AL,2020-04-27,Altay republic,27.0,RU.GA
RU-AL,2020-04-28,Altay republic,27.0,RU.GA
RU-AL,2020-04-29,Altay republic,32.0,RU.GA
RU-AL,2020-04-30,Altay republic,32.0,RU.GA
RU-AL,2020-05-01,Altay republic,32.0,RU.GA
RU-ALT,2020-01-22,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-23,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-24,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-25,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-26,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-27,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-28,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-29,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-30,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-01-31,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-01,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-02,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-03,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-04,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-05,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-06,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-07,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-08,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-09,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-10,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-11,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-12,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-13,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-14,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-15,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-16,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-17,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-18,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-19,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-20,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-21,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-22,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-23,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-24,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-25,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-26,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-27,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-28,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-02-29,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-01,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-02,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-03,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-04,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-05,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-06,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-07,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-08,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-09,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-10,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-11,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-12,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-13,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-14,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-15,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-16,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-17,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-18,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-19,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-20,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-21,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-22,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-23,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-24,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-25,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-26,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-27,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-28,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-29,Altayskiy kray,0.0,RU.AL
RU-ALT,2020-03-30,Altayskiy kray,1.0,RU.AL
RU-ALT,2020-03-31,Altayskiy kray,2.0,RU.AL
RU-ALT,2020-04-01,Altayskiy kray,3.0,RU.AL
RU-ALT,2020-04-02,Altayskiy kray,4.0,RU.AL
RU-ALT,2020-04-03,Altayskiy kray,4.0,RU.AL
RU-ALT,2020-04-04,Altayskiy kray,7.0,RU.AL
RU-ALT,2020-04-05,Altayskiy kray,7.0,RU.AL
RU-ALT,2020-04-06,Altayskiy kray,12.0,RU.AL
RU-ALT,2020-04-07,Altayskiy kray,12.0,RU.AL
RU-ALT,2020-04-08,Altayskiy kray,18.0,RU.AL
RU-ALT,2020-04-09,Altayskiy kray,21.0,RU.AL
RU-ALT,2020-04-10,Altayskiy kray,21.0,RU.AL
RU-ALT,2020-04-11,Altayskiy kray,29.0,RU.AL
RU-ALT,2020-04-12,Altayskiy kray,29.0,RU.AL
RU-ALT,2020-04-13,Altayskiy kray,31.0,RU.AL
RU-ALT,2020-04-14,Altayskiy kray,36.0,RU.AL
RU-ALT,2020-04-15,Altayskiy kray,39.0,RU.AL
RU-ALT,2020-04-16,Altayskiy kray,48.0,RU.AL
RU-ALT,2020-04-17,Altayskiy kray,53.0,RU.AL
RU-ALT,2020-04-18,Altayskiy kray,63.0,RU.AL
RU-ALT,2020-04-19,Altayskiy kray,72.0,RU.AL
RU-ALT,2020-04-20,Altayskiy kray,84.0,RU.AL
RU-ALT,2020-04-21,Altayskiy kray,127.0,RU.AL
RU-ALT,2020-04-22,Altayskiy kray,136.0,RU.AL
RU-ALT,2020-04-23,Altayskiy kray,144.0,RU.AL
RU-ALT,2020-04-24,Altayskiy kray,152.0,RU.AL
RU-ALT,2020-04-25,Altayskiy kray,215.0,RU.AL
RU-ALT,2020-04-26,Altayskiy kray,283.0,RU.AL
RU-ALT,2020-04-27,Altayskiy kray,310.0,RU.AL
RU-ALT,2020-04-28,Altayskiy kray,324.0,RU.AL
RU-ALT,2020-04-29,Altayskiy kray,382.0,RU.AL
RU-ALT,2020-04-30,Altayskiy kray,382.0,RU.AL
RU-ALT,2020-05-01,Altayskiy kray,382.0,RU.AL
RU-AMU,2020-01-22,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-23,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-24,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-25,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-26,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-27,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-28,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-29,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-30,Amursk oblast,0.0,RU.AM
RU-AMU,2020-01-31,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-01,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-02,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-03,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-04,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-05,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-06,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-07,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-08,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-09,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-10,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-11,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-12,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-13,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-14,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-15,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-16,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-17,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-18,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-19,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-20,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-21,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-22,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-23,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-24,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-25,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-26,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-27,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-28,Amursk oblast,0.0,RU.AM
RU-AMU,2020-02-29,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-01,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-02,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-03,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-04,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-05,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-06,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-07,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-08,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-09,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-10,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-11,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-12,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-13,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-14,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-15,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-16,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-17,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-18,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-19,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-20,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-21,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-22,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-23,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-24,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-25,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-26,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-27,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-28,Amursk oblast,0.0,RU.AM
RU-AMU,2020-03-29,Amursk oblast,1.0,RU.AM
RU-AMU,2020-03-30,Amursk oblast,1.0,RU.AM
RU-AMU,2020-03-31,Amursk oblast,1.0,RU.AM
RU-AMU,2020-04-01,Amursk oblast,1.0,RU.AM
RU-AMU,2020-04-02,Amursk oblast,1.0,RU.AM
RU-AMU,2020-04-03,Amursk oblast,1.0,RU.AM
RU-AMU,2020-04-04,Amursk oblast,4.0,RU.AM
RU-AMU,2020-04-05,Amursk oblast,4.0,RU.AM
RU-AMU,2020-04-06,Amursk oblast,4.0,RU.AM
RU-AMU,2020-04-07,Amursk oblast,4.0,RU.AM
RU-AMU,2020-04-08,Amursk oblast,4.0,RU.AM
RU-AMU,2020-04-09,Amursk oblast,4.0,RU.AM
RU-AMU,2020-04-10,Amursk oblast,4.0,RU.AM
RU-AMU,2020-04-11,Amursk oblast,6.0,RU.AM
RU-AMU,2020-04-12,Amursk oblast,17.0,RU.AM
RU-AMU,2020-04-13,Amursk oblast,6.0,RU.AM
RU-AMU,2020-04-14,Amursk oblast,6.0,RU.AM
RU-AMU,2020-04-15,Amursk oblast,6.0,RU.AM
RU-AMU,2020-04-16,Amursk oblast,9.0,RU.AM
RU-AMU,2020-04-17,Amursk oblast,11.0,RU.AM
RU-AMU,2020-04-18,Amursk oblast,14.0,RU.AM
RU-AMU,2020-04-19,Amursk oblast,16.0,RU.AM
RU-AMU,2020-04-20,Amursk oblast,20.0,RU.AM
RU-AMU,2020-04-21,Amursk oblast,20.0,RU.AM
RU-AMU,2020-04-22,Amursk oblast,23.0,RU.AM
RU-AMU,2020-04-23,Amursk oblast,25.0,RU.AM
RU-AMU,2020-04-24,Amursk oblast,28.0,RU.AM
RU-AMU,2020-04-25,Amursk oblast,33.0,RU.AM
RU-AMU,2020-04-26,Amursk oblast,36.0,RU.AM
RU-AMU,2020-04-27,Amursk oblast,40.0,RU.AM
RU-AMU,2020-04-28,Amursk oblast,41.0,RU.AM
RU-AMU,2020-04-29,Amursk oblast,56.0,RU.AM
RU-AMU,2020-04-30,Amursk oblast,56.0,RU.AM
RU-AMU,2020-05-01,Amursk oblast,56.0,RU.AM
RU-ARK,2020-01-22,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-23,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-24,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-25,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-26,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-27,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-28,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-29,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-30,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-01-31,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-01,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-02,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-03,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-04,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-05,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-06,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-07,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-08,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-09,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-10,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-11,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-12,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-13,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-14,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-15,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-16,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-17,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-18,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-19,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-20,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-21,Arkhangelsk oblast,0.0,RU.AR
RU-ARK,2020-02-22,Arkhangelsk oblast,0.0,RU.AR
