date,country_code,cases,deaths,recovered,c1_school_closing,c2_workplace_closing,c3_cancel_public_events,c4_restrictions_on_gatherings,c6_stay_at_home_requirements,c7_restrictions_on_internal_movement,c8_international_travel_controls,e1_income_support,e2_debt/contract_relief,e3_fiscal_measures,e4_international_support,h1_public_information_campaigns,h2_testing_policy,h3_contact_tracing,h4_emergency_investment_in_healthcare,h5_investment_in_vaccines,stringencyindexfordisplay,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-12,AFG,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15000000.0,0.0,2.0,1.0,1.0,15000000.0,0.0,21.83,1.0,-4.0,1.0,-2.0,6.0,1.0
2020-03-13,AFG,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,21.83,3.0,9.0,6.0,4.0,5.0,0.0
2020-03-14,AFG,7.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,25000000.0,0.0,2.0,1.0,1.0,25000000.0,0.0,32.94,6.0,2.0,5.0,5.0,3.0,0.0
2020-03-15,AFG,7.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,32.94,1.0,12.0,5.0,6.0,3.0,0.0
2020-03-16,AFG,11.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,32.94,1.0,14.0,2.0,4.0,1.0,1.0
2020-03-17,AFG,16.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,32.94,0.0,6.0,3.0,-3.0,1.0,0.0
2020-03-18,AFG,21.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,36.11,0.0,7.0,5.0,-6.0,-1.0,1.0
2020-03-19,AFG,22.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,36.11,-3.0,3.0,5.0,-6.0,-2.0,2.0
2020-03-20,AFG,22.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,36.11,-15.0,1.0,7.0,-19.0,-7.0,1.0
2020-03-21,AFG,22.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,36.11,-23.0,-13.0,1.0,-24.0,-36.0,6.0
2020-03-22,AFG,24.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,36.11,-12.0,9.0,-2.0,-14.0,-6.0,1.0
2020-03-23,AFG,24.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,36.11,-11.0,7.0,0.0,-17.0,-3.0,2.0
2020-03-24,AFG,40.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,36.11,-15.0,0.0,-1.0,-18.0,-5.0,3.0
2020-03-25,AFG,40.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,45.37,-18.0,-1.0,-3.0,-23.0,-10.0,6.0
2020-03-26,AFG,74.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,53.31,-18.0,0.0,-4.0,-23.0,-10.0,7.0
2020-03-27,AFG,84.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,61.25,-20.0,5.0,-2.0,-16.0,-2.0,5.0
